id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,total_clicks_week8,active_days_week8,oucontent_clicks_week8,quiz_clicks_week8,resource_clicks_week8,homepage_clicks_week8,subpage_clicks_week8,glossary_clicks_week8,oucollaborate_clicks_week8,forumng_clicks_week8,label
2530985,CCC,2014B,M,London Region,HE Qualification,50-60%,0-35,N,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2545113,CCC,2014B,M,North Western Region,A Level or Equivalent,70-80%,35-55,N,0,30,851.0,40.0,21.0,557.0,41.0,121.0,76.0,0.0,0.0,33.0,1
2548877,CCC,2014B,M,London Region,HE Qualification,0-10%,0-35,N,0,30,1870.0,60.0,105.0,720.0,59.0,354.0,200.0,0.0,3.0,407.0,1
2555596,CCC,2014B,M,South Region,A Level or Equivalent,30-40%,0-35,N,0,90,360.0,29.0,21.0,77.0,26.0,85.0,58.0,0.0,0.0,91.0,0
2556060,CCC,2014B,M,London Region,Lower Than A Level,60-70%,35-55,N,0,30,638.0,40.0,43.0,176.0,61.0,122.0,45.0,0.0,0.0,185.0,1
2558365,CCC,2014B,M,North Western Region,A Level or Equivalent,20-30%,0-35,N,0,90,271.0,24.0,14.0,119.0,23.0,62.0,33.0,0.0,0.0,18.0,0
2564333,CCC,2014B,M,North Western Region,A Level or Equivalent,0-10%,35-55,Y,0,60,422.0,20.0,81.0,181.0,22.0,69.0,29.0,0.0,0.0,34.0,0
2564711,CCC,2014B,M,South West Region,A Level or Equivalent,10-20,0-35,Y,0,60,484.0,28.0,11.0,247.0,16.0,116.0,55.0,0.0,0.0,36.0,1
2567038,CCC,2014B,M,Scotland,A Level or Equivalent,90-100%,0-35,N,0,60,427.0,17.0,54.0,286.0,7.0,45.0,32.0,0.0,0.0,0.0,1
2569090,CCC,2014B,M,South Region,A Level or Equivalent,90-100%,35-55,N,0,60,286.0,21.0,41.0,113.0,12.0,85.0,26.0,0.0,0.0,5.0,0
2569834,CCC,2014B,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,N,0,60,239.0,14.0,4.0,120.0,22.0,63.0,18.0,0.0,0.0,7.0,0
2569912,CCC,2014B,M,Ireland,A Level or Equivalent,,0-35,N,0,60,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0
2576298,CCC,2014B,M,South West Region,A Level or Equivalent,60-70%,0-35,N,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2577091,CCC,2014B,M,Scotland,Post Graduate Qualification,90-100%,35-55,N,0,30,191.0,12.0,3.0,72.0,17.0,41.0,30.0,0.0,1.0,25.0,0
2581603,CCC,2014B,M,South Region,Lower Than A Level,30-40%,35-55,N,0,40,1147.0,36.0,15.0,879.0,37.0,97.0,48.0,0.0,0.0,63.0,1
2588201,CCC,2014B,M,South Region,Lower Than A Level,30-40%,0-35,N,0,60,361.0,35.0,13.0,202.0,30.0,82.0,30.0,0.0,0.0,2.0,1
2591014,CCC,2014B,F,Scotland,HE Qualification,10-20,0-35,N,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2598913,CCC,2014B,M,London Region,HE Qualification,30-40%,35-55,N,0,150,310.0,17.0,4.0,161.0,27.0,60.0,52.0,0.0,0.0,1.0,0
2602235,CCC,2014B,M,East Midlands Region,Lower Than A Level,50-60%,0-35,N,0,150,135.0,9.0,7.0,88.0,3.0,21.0,6.0,0.0,0.0,9.0,0
2602264,CCC,2014B,M,London Region,Post Graduate Qualification,10-20,35-55,N,0,120,126.0,12.0,2.0,61.0,15.0,30.0,14.0,0.0,0.0,4.0,1
2603195,CCC,2014B,M,South West Region,A Level or Equivalent,60-70%,0-35,N,0,60,266.0,19.0,1.0,137.0,12.0,57.0,16.0,0.0,0.0,41.0,1
2604856,CCC,2014B,M,South Region,Lower Than A Level,50-60%,35-55,N,0,90,4.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0
2605030,CCC,2014B,M,Yorkshire Region,HE Qualification,0-10%,35-55,N,0,150,66.0,3.0,22.0,5.0,15.0,10.0,12.0,0.0,0.0,0.0,0
2607849,CCC,2014B,M,North Region,Lower Than A Level,30-40%,0-35,Y,0,90,615.0,50.0,92.0,108.0,17.0,205.0,32.0,0.0,0.0,159.0,1
2609908,CCC,2014B,M,Scotland,A Level or Equivalent,60-70%,0-35,N,0,90,171.0,18.0,6.0,48.0,14.0,52.0,37.0,0.0,0.0,9.0,1
2613331,CCC,2014B,M,East Midlands Region,Lower Than A Level,50-60%,0-35,Y,0,30,667.0,30.0,168.0,249.0,45.0,109.0,78.0,0.0,0.0,11.0,1
2615849,CCC,2014B,M,South Region,Lower Than A Level,50-60%,0-35,N,0,90,143.0,19.0,34.0,26.0,16.0,48.0,17.0,0.0,0.0,0.0,0
2616950,CCC,2014B,M,North Region,A Level or Equivalent,40-50%,0-35,N,0,60,393.0,16.0,13.0,216.0,10.0,95.0,40.0,0.0,0.0,16.0,1
2617635,CCC,2014B,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,60,62.0,5.0,0.0,38.0,1.0,8.0,14.0,0.0,0.0,0.0,0
2620636,CCC,2014B,F,South Region,A Level or Equivalent,90-100%,0-35,Y,0,30,203.0,10.0,3.0,108.0,10.0,24.0,21.0,0.0,0.0,34.0,0
2621379,CCC,2014B,F,Ireland,A Level or Equivalent,30-40%,0-35,N,0,90,188.0,6.0,3.0,142.0,2.0,18.0,21.0,0.0,0.0,0.0,0
2621734,CCC,2014B,M,London Region,A Level or Equivalent,0-10%,0-35,N,0,180,5.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0
2623263,CCC,2014B,M,South Region,A Level or Equivalent,50-60%,0-35,N,0,60,1390.0,56.0,177.0,582.0,18.0,292.0,87.0,0.0,1.0,227.0,1
2629436,CCC,2014B,F,South Region,HE Qualification,80-90%,35-55,N,0,60,1206.0,42.0,62.0,278.0,36.0,187.0,107.0,0.0,0.0,527.0,0
2631547,CCC,2014B,F,South West Region,A Level or Equivalent,60-70%,35-55,N,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2631703,CCC,2014B,M,South West Region,A Level or Equivalent,30-40%,0-35,Y,0,60,251.0,15.0,4.0,147.0,13.0,34.0,24.0,0.0,0.0,27.0,1
2634238,CCC,2014B,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2639310,CCC,2014B,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,90,426.0,33.0,54.0,108.0,45.0,95.0,41.0,0.0,0.0,79.0,1
2641486,CCC,2014B,M,North Region,Lower Than A Level,20-30%,35-55,N,0,30,172.0,12.0,1.0,74.0,7.0,38.0,36.0,0.0,0.0,13.0,1
2644404,CCC,2014B,M,Scotland,Post Graduate Qualification,50-60%,0-35,N,0,30,271.0,20.0,0.0,163.0,9.0,45.0,36.0,0.0,0.0,16.0,1
2646795,CCC,2014B,M,Scotland,Post Graduate Qualification,20-30%,35-55,N,0,120,81.0,7.0,10.0,1.0,6.0,40.0,16.0,0.0,0.0,0.0,0
2652523,CCC,2014B,M,East Midlands Region,Lower Than A Level,60-70%,35-55,N,0,120,84.0,6.0,1.0,2.0,21.0,37.0,16.0,0.0,0.0,4.0,0
2658268,CCC,2014B,M,Yorkshire Region,HE Qualification,50-60%,35-55,N,0,30,486.0,35.0,194.0,54.0,26.0,73.0,60.0,0.0,0.0,75.0,0
2659556,CCC,2014B,M,East Anglian Region,Lower Than A Level,40-50%,35-55,N,0,30,246.0,11.0,23.0,64.0,9.0,61.0,49.0,0.0,7.0,31.0,0
2661696,CCC,2014B,M,North Western Region,A Level or Equivalent,60-70%,35-55,N,0,60,129.0,15.0,1.0,32.0,11.0,45.0,12.0,0.0,0.0,27.0,0
2665399,CCC,2014B,F,South West Region,A Level or Equivalent,30-40%,35-55,N,0,30,491.0,25.0,30.0,251.0,19.0,96.0,60.0,0.0,9.0,16.0,1
2668550,CCC,2014B,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,N,0,90,129.0,15.0,7.0,56.0,9.0,32.0,19.0,0.0,0.0,5.0,0
2677969,CCC,2014B,F,London Region,Post Graduate Qualification,10-20,35-55,N,0,60,223.0,22.0,0.0,131.0,12.0,53.0,20.0,0.0,0.0,2.0,0
2680742,CCC,2014B,F,Scotland,Lower Than A Level,30-40%,0-35,Y,0,30,241.0,16.0,3.0,101.0,19.0,53.0,50.0,0.0,0.0,12.0,1
2681198,CCC,2014B,M,East Anglian Region,Lower Than A Level,70-80%,35-55,N,0,90,325.0,23.0,40.0,133.0,23.0,83.0,30.0,0.0,0.0,14.0,0
2682834,CCC,2014B,M,South East Region,A Level or Equivalent,10-20,35-55,N,0,30,98.0,3.0,0.0,90.0,0.0,8.0,0.0,0.0,0.0,0.0,0
2686074,CCC,2014B,M,North Western Region,A Level or Equivalent,70-80%,0-35,N,0,150,34.0,6.0,0.0,0.0,1.0,16.0,3.0,0.0,0.0,10.0,0
2686578,CCC,2014B,M,Scotland,A Level or Equivalent,60-70%,0-35,N,0,90,677.0,30.0,13.0,403.0,22.0,57.0,54.0,0.0,0.0,123.0,1
2691267,CCC,2014B,F,West Midlands Region,Lower Than A Level,80-90%,35-55,N,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2691780,CCC,2014B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2692327,CCC,2014B,M,North Region,A Level or Equivalent,,35-55,N,0,60,713.0,37.0,18.0,340.0,52.0,143.0,142.0,0.0,5.0,2.0,1
2697181,CCC,2014B,F,Scotland,HE Qualification,60-70%,0-35,N,0,40,644.0,31.0,15.0,233.0,23.0,171.0,49.0,0.0,0.0,144.0,1
2698535,CCC,2014B,M,Wales,Lower Than A Level,50-60%,0-35,N,0,60,428.0,21.0,6.0,85.0,13.0,73.0,28.0,0.0,0.0,218.0,0
23698,CCC,2014J,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,120,392.0,34.0,3.0,247.0,8.0,52.0,37.0,0.0,0.0,41.0,1
25261,CCC,2014J,F,Scotland,HE Qualification,40-50%,0-35,N,0,60,995.0,38.0,43.0,117.0,36.0,172.0,118.0,0.0,0.0,506.0,0
27116,CCC,2014J,M,Yorkshire Region,HE Qualification,70-80%,0-35,N,0,120,547.0,36.0,125.0,86.0,52.0,109.0,77.0,0.0,9.0,85.0,1
28787,CCC,2014J,M,South East Region,Lower Than A Level,80-90%,35-55,N,0,60,158.0,20.0,0.0,52.0,11.0,42.0,20.0,0.0,0.0,31.0,1
28952,CCC,2014J,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,N,0,60,105.0,12.0,2.0,59.0,2.0,21.0,12.0,0.0,0.0,6.0,0
29411,CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,150,245.0,18.0,13.0,153.0,9.0,38.0,26.0,0.0,0.0,3.0,0
29420,CCC,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,N,0,30,169.0,15.0,3.0,84.0,19.0,35.0,15.0,0.0,0.0,12.0,1
29639,CCC,2014J,M,North Region,Lower Than A Level,,0-35,N,0,30,3266.0,64.0,184.0,1861.0,11.0,265.0,40.0,0.0,2.0,897.0,1
30096,CCC,2014J,M,East Anglian Region,HE Qualification,90-100%,0-35,N,0,60,338.0,22.0,9.0,206.0,23.0,61.0,36.0,0.0,0.0,0.0,1
30850,CCC,2014J,F,Scotland,HE Qualification,60-70%,35-55,N,0,120,801.0,30.0,70.0,527.0,11.0,112.0,51.0,0.0,2.0,25.0,1
31161,CCC,2014J,M,South Region,Post Graduate Qualification,90-100%,55<=,N,0,105,1114.0,50.0,110.0,414.0,64.0,283.0,198.0,0.0,1.0,19.0,1
34068,CCC,2014J,M,Scotland,Lower Than A Level,50-60%,0-35,N,0,30,355.0,37.0,40.0,166.0,10.0,80.0,27.0,0.0,0.0,31.0,0
35355,CCC,2014J,M,Wales,Lower Than A Level,0-10%,35-55,N,0,30,702.0,40.0,332.0,140.0,2.0,71.0,26.0,0.0,0.0,129.0,0
35508,CCC,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,N,0,30,382.0,26.0,58.0,85.0,17.0,85.0,33.0,0.0,1.0,102.0,1
37652,CCC,2014J,F,London Region,HE Qualification,20-30%,35-55,N,0,50,323.0,14.0,5.0,161.0,29.0,72.0,41.0,0.0,0.0,1.0,1
42746,CCC,2014J,F,South Region,HE Qualification,50-60%,35-55,N,0,60,939.0,37.0,85.0,196.0,21.0,186.0,58.0,0.0,0.0,379.0,1
46705,CCC,2014J,M,Ireland,HE Qualification,,35-55,N,0,60,686.0,39.0,37.0,272.0,73.0,139.0,86.0,0.0,0.0,75.0,0
48635,CCC,2014J,M,South Region,HE Qualification,90-100%,0-35,N,0,120,592.0,21.0,9.0,421.0,22.0,89.0,44.0,0.0,3.0,1.0,0
51576,CCC,2014J,F,London Region,Lower Than A Level,10-20,0-35,N,1,60,424.0,17.0,8.0,51.0,19.0,67.0,8.0,0.0,0.0,268.0,0
53300,CCC,2014J,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,0,270,454.0,35.0,97.0,170.0,23.0,106.0,51.0,0.0,0.0,5.0,1
54062,CCC,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,0,60,69.0,9.0,0.0,40.0,2.0,15.0,4.0,0.0,0.0,6.0,0
60809,CCC,2014J,M,South East Region,Lower Than A Level,90-100%,0-35,N,0,120,264.0,26.0,39.0,85.0,7.0,67.0,18.0,0.0,0.0,47.0,1
61227,CCC,2014J,F,East Anglian Region,Lower Than A Level,80-90%,0-35,Y,0,30,1028.0,30.0,81.0,595.0,15.0,152.0,66.0,0.0,0.0,117.0,1
61236,CCC,2014J,M,South West Region,HE Qualification,50-60%,35-55,N,0,110,498.0,50.0,83.0,170.0,23.0,185.0,17.0,0.0,0.0,6.0,0
63371,CCC,2014J,M,Ireland,Lower Than A Level,,0-35,N,0,30,1016.0,47.0,40.0,306.0,81.0,178.0,164.0,0.0,3.0,226.0,1
67685,CCC,2014J,M,South Region,A Level or Equivalent,10-20,0-35,N,0,180,10.0,5.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0
69494,CCC,2014J,F,Yorkshire Region,No Formal quals,20-30%,0-35,N,1,150,614.0,46.0,10.0,212.0,50.0,201.0,78.0,0.0,0.0,54.0,0
70214,CCC,2014J,M,Wales,Lower Than A Level,70-80%,0-35,N,0,90,369.0,18.0,62.0,189.0,30.0,52.0,21.0,0.0,1.0,12.0,0
70495,CCC,2014J,M,Scotland,Lower Than A Level,50-60%,0-35,N,0,60,434.0,31.0,16.0,181.0,11.0,83.0,20.0,0.0,4.0,119.0,1
71723,CCC,2014J,M,North Western Region,A Level or Equivalent,10-20,0-35,N,0,30,175.0,14.0,3.0,87.0,10.0,39.0,20.0,0.0,0.0,14.0,0
72609,CCC,2014J,F,Wales,Lower Than A Level,50-60%,35-55,N,0,120,1940.0,62.0,134.0,913.0,24.0,240.0,63.0,0.0,0.0,559.0,0
73664,CCC,2014J,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,0,120,35.0,11.0,7.0,1.0,4.0,23.0,0.0,0.0,0.0,0.0,0
74290,CCC,2014J,M,Scotland,Lower Than A Level,10-20,0-35,N,1,30,47.0,13.0,2.0,0.0,10.0,29.0,4.0,0.0,0.0,1.0,0
76949,CCC,2014J,M,London Region,HE Qualification,50-60%,35-55,N,0,30,462.0,31.0,45.0,198.0,25.0,92.0,54.0,0.0,0.0,36.0,1
79461,CCC,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,N,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80243,CCC,2014J,F,North Western Region,A Level or Equivalent,10-20,35-55,N,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80329,CCC,2014J,M,South Region,Lower Than A Level,80-90%,0-35,N,1,90,153.0,24.0,5.0,6.0,23.0,57.0,19.0,0.0,0.0,39.0,1
80491,CCC,2014J,M,Scotland,Lower Than A Level,10-20,35-55,N,0,115,184.0,23.0,2.0,29.0,9.0,51.0,11.0,0.0,0.0,82.0,0
80868,CCC,2014J,M,South West Region,Lower Than A Level,80-90%,0-35,N,0,60,5115.0,68.0,1437.0,1158.0,76.0,912.0,122.0,0.0,0.0,1386.0,1
88758,CCC,2014J,M,North Region,Post Graduate Qualification,,35-55,N,1,150,51.0,4.0,1.0,1.0,30.0,9.0,9.0,0.0,0.0,0.0,0
91040,CCC,2014J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,0,90,201.0,15.0,0.0,142.0,6.0,36.0,16.0,0.0,0.0,0.0,0
94978,CCC,2014J,M,North Region,Post Graduate Qualification,,35-55,N,0,90,878.0,32.0,205.0,152.0,42.0,166.0,37.0,0.0,1.0,267.0,0
96864,CCC,2014J,M,West Midlands Region,HE Qualification,20-30%,0-35,N,0,30,88.0,9.0,4.0,30.0,17.0,22.0,8.0,0.0,0.0,5.0,0
96874,CCC,2014J,F,South East Region,Lower Than A Level,60-70%,0-35,N,0,90,159.0,15.0,8.0,64.0,13.0,48.0,25.0,0.0,0.0,0.0,0
100788,CCC,2014J,M,Scotland,HE Qualification,80-90%,0-35,N,1,60,442.0,24.0,10.0,213.0,22.0,103.0,28.0,0.0,0.0,54.0,1
101700,CCC,2014J,M,London Region,A Level or Equivalent,10-20,0-35,Y,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
102209,CCC,2014J,F,Scotland,A Level or Equivalent,10-20,35-55,N,0,60,359.0,22.0,3.0,94.0,26.0,83.0,34.0,0.0,0.0,116.0,0
104480,CCC,2014J,M,North Region,No Formal quals,,0-35,N,0,120,57.0,6.0,2.0,27.0,3.0,17.0,8.0,0.0,0.0,0.0,0
105168,CCC,2014J,M,Scotland,HE Qualification,70-80%,0-35,N,0,60,326.0,14.0,26.0,152.0,18.0,56.0,58.0,0.0,1.0,10.0,0
105413,CCC,2014J,M,South West Region,HE Qualification,70-80%,35-55,N,0,100,300.0,19.0,0.0,173.0,13.0,56.0,30.0,0.0,0.0,19.0,1
107883,CCC,2014J,F,North Western Region,HE Qualification,30-40%,35-55,N,0,90,570.0,26.0,12.0,121.0,30.0,113.0,35.0,0.0,0.0,257.0,0
109577,CCC,2014J,M,North Western Region,A Level or Equivalent,70-80%,0-35,N,0,120,765.0,19.0,1.0,524.0,10.0,71.0,18.0,0.0,0.0,138.0,0
112454,CCC,2014J,M,South East Region,HE Qualification,90-100%,0-35,N,0,30,297.0,20.0,58.0,58.0,22.0,86.0,28.0,0.0,0.0,43.0,1
114367,CCC,2014J,F,South West Region,A Level or Equivalent,70-80%,35-55,N,0,60,889.0,34.0,23.0,243.0,40.0,142.0,96.0,0.0,1.0,327.0,1
119310,CCC,2014J,M,North Western Region,Lower Than A Level,20-30%,0-35,N,0,150,119.0,9.0,1.0,68.0,19.0,17.0,7.0,0.0,0.0,6.0,0
120236,CCC,2014J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,100,589.0,22.0,318.0,150.0,16.0,66.0,33.0,0.0,3.0,0.0,0
123598,CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,Y,1,60,281.0,15.0,2.0,159.0,5.0,32.0,10.0,0.0,0.0,72.0,1
124711,CCC,2014J,M,London Region,Lower Than A Level,10-20,55<=,N,0,60,196.0,17.0,2.0,78.0,32.0,58.0,20.0,0.0,0.0,0.0,0
125777,CCC,2014J,M,London Region,HE Qualification,30-40%,35-55,N,0,30,433.0,17.0,9.0,116.0,31.0,107.0,39.0,0.0,2.0,121.0,0
126812,CCC,2014J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,120,409.0,19.0,2.0,181.0,12.0,69.0,49.0,0.0,0.0,94.0,0
128072,CCC,2014J,M,Scotland,HE Qualification,90-100%,0-35,N,0,120,150.0,9.0,9.0,62.0,12.0,49.0,14.0,0.0,1.0,1.0,0
128510,CCC,2014J,F,Scotland,Lower Than A Level,50-60%,0-35,N,1,120,119.0,17.0,0.0,41.0,6.0,28.0,6.0,0.0,0.0,38.0,1
129198,CCC,2014J,F,North Western Region,HE Qualification,20-30%,35-55,Y,1,60,8.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0
130671,CCC,2014J,F,West Midlands Region,Lower Than A Level,70-80%,0-35,N,0,90,219.0,18.0,1.0,67.0,8.0,67.0,13.0,0.0,0.0,62.0,0
131222,CCC,2014J,M,South Region,A Level or Equivalent,90-100%,35-55,N,0,60,761.0,43.0,214.0,252.0,27.0,157.0,60.0,0.0,0.0,49.0,1
131663,CCC,2014J,M,Scotland,A Level or Equivalent,40-50%,0-35,N,1,30,58.0,5.0,2.0,3.0,11.0,21.0,9.0,0.0,0.0,10.0,0
131933,CCC,2014J,M,Scotland,Post Graduate Qualification,60-70%,35-55,N,1,30,7.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1
132423,CCC,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,N,0,240,121.0,9.0,2.0,47.0,3.0,24.0,9.0,0.0,0.0,36.0,0
133419,CCC,2014J,M,North Western Region,HE Qualification,50-60%,35-55,N,0,120,491.0,19.0,97.0,170.0,27.0,71.0,58.0,0.0,3.0,58.0,0
134190,CCC,2014J,F,Scotland,A Level or Equivalent,30-40%,0-35,N,0,120,360.0,17.0,1.0,119.0,14.0,70.0,19.0,0.0,0.0,133.0,0
134982,CCC,2014J,M,Wales,Lower Than A Level,90-100%,0-35,N,0,120,44.0,2.0,0.0,31.0,0.0,8.0,2.0,0.0,0.0,3.0,0
136335,CCC,2014J,M,East Midlands Region,Lower Than A Level,70-80%,0-35,N,0,90,259.0,13.0,2.0,169.0,4.0,51.0,11.0,0.0,0.0,15.0,0
137281,CCC,2014J,F,South Region,A Level or Equivalent,40-50%,35-55,N,0,180,729.0,26.0,178.0,323.0,35.0,116.0,51.0,0.0,3.0,12.0,0
138861,CCC,2014J,M,London Region,HE Qualification,10-20,0-35,N,0,90,387.0,19.0,5.0,134.0,38.0,102.0,40.0,0.0,0.0,59.0,1
138997,CCC,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,N,0,45,90.0,19.0,2.0,32.0,3.0,33.0,11.0,0.0,0.0,8.0,0
142092,CCC,2014J,M,North Western Region,HE Qualification,20-30%,35-55,N,0,120,629.0,15.0,100.0,374.0,23.0,94.0,37.0,0.0,0.0,0.0,1
144745,CCC,2014J,F,London Region,HE Qualification,20-30%,0-35,Y,0,30,210.0,16.0,36.0,69.0,5.0,41.0,15.0,0.0,0.0,42.0,1
145114,CCC,2014J,F,South West Region,A Level or Equivalent,40-50%,0-35,N,0,60,454.0,19.0,29.0,265.0,22.0,38.0,19.0,0.0,0.0,75.0,0
145490,CCC,2014J,M,London Region,Lower Than A Level,40-50%,35-55,N,0,180,431.0,32.0,88.0,154.0,31.0,115.0,35.0,0.0,0.0,2.0,0
145640,CCC,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,60,530.0,32.0,45.0,299.0,37.0,105.0,40.0,0.0,0.0,0.0,1
152626,CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,35-55,N,0,120,455.0,16.0,104.0,125.0,20.0,72.0,33.0,0.0,0.0,94.0,0
153788,CCC,2014J,M,North Western Region,No Formal quals,20-30%,0-35,N,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155298,CCC,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,60,85.0,18.0,3.0,34.0,5.0,30.0,7.0,0.0,0.0,5.0,1
155956,CCC,2014J,M,South West Region,Lower Than A Level,80-90%,35-55,N,0,60,652.0,33.0,286.0,220.0,12.0,81.0,45.0,0.0,5.0,0.0,0
157310,CCC,2014J,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,N,1,120,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0
160536,CCC,2014J,F,South Region,Lower Than A Level,30-40%,0-35,Y,0,180,130.0,12.0,0.0,80.0,7.0,23.0,8.0,0.0,0.0,4.0,1
161781,CCC,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,N,0,90,195.0,19.0,41.0,29.0,23.0,52.0,7.0,0.0,0.0,38.0,0
163067,CCC,2014J,F,South East Region,Lower Than A Level,40-50%,0-35,N,0,60,68.0,10.0,0.0,38.0,0.0,25.0,3.0,0.0,0.0,0.0,0
164968,CCC,2014J,M,Scotland,HE Qualification,90-100%,0-35,N,0,90,390.0,28.0,103.0,134.0,23.0,81.0,26.0,0.0,2.0,18.0,0
165647,CCC,2014J,F,Scotland,A Level or Equivalent,30-40%,0-35,N,1,90,6.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0
165733,CCC,2014J,M,Scotland,A Level or Equivalent,20-30%,0-35,Y,1,30,175.0,11.0,5.0,124.0,3.0,20.0,22.0,0.0,0.0,1.0,0
169297,CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,N,0,60,161.0,12.0,0.0,93.0,7.0,34.0,19.0,0.0,1.0,2.0,0
170030,CCC,2014J,M,Wales,HE Qualification,20-30%,0-35,N,0,60,112.0,16.0,2.0,27.0,20.0,38.0,20.0,0.0,0.0,4.0,1
171896,CCC,2014J,F,South East Region,A Level or Equivalent,40-50%,0-35,N,1,60,882.0,32.0,414.0,156.0,31.0,101.0,28.0,0.0,0.0,151.0,0
175638,CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,N,0,90,20.0,7.0,0.0,0.0,4.0,11.0,5.0,0.0,0.0,0.0,0
178072,CCC,2014J,M,South East Region,A Level or Equivalent,0-10%,0-35,N,1,150,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
181861,CCC,2014J,F,South East Region,Lower Than A Level,90-100%,35-55,N,0,60,500.0,22.0,122.0,232.0,10.0,80.0,31.0,0.0,1.0,21.0,1
182854,CCC,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,Y,0,80,315.0,20.0,32.0,132.0,20.0,64.0,32.0,0.0,0.0,29.0,1
185057,CCC,2014J,M,Ireland,HE Qualification,,35-55,N,0,90,302.0,17.0,100.0,75.0,17.0,49.0,15.0,0.0,0.0,40.0,0
185127,CCC,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,N,0,60,169.0,7.0,0.0,61.0,21.0,36.0,11.0,0.0,0.0,38.0,1
185451,CCC,2014J,M,Ireland,A Level or Equivalent,80-90%,0-35,N,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
188251,CCC,2014J,M,North Region,Lower Than A Level,,0-35,Y,0,30,261.0,12.0,16.0,146.0,17.0,50.0,23.0,0.0,0.0,5.0,0
188273,CCC,2014J,F,East Anglian Region,A Level or Equivalent,10-20,0-35,N,0,60,413.0,15.0,0.0,243.0,106.0,38.0,17.0,0.0,0.0,7.0,1
188662,CCC,2014J,M,Scotland,HE Qualification,80-90%,0-35,N,0,60,293.0,17.0,10.0,144.0,12.0,49.0,19.0,0.0,0.0,57.0,1
190780,CCC,2014J,M,Scotland,HE Qualification,60-70%,0-35,N,0,120,218.0,13.0,42.0,99.0,4.0,30.0,8.0,0.0,0.0,33.0,0
